ISATIS	MAMMIFÈRE POLAIRE
ISBA	MAISON EN RUSSIE	HOME RUSSE	MAISON DE BOIS EN RUSSIE
ISERAN	COL SAVOYARD (DE L')
ISERE	ARROSE GRENOBLE
ISEROIS	HABITANT DU 38
ISEROISE	GRENOBLOISE
ISEUT	BELLE DE TRISTAN
ISF	IL VISAIT LES PLUS RICHES
ISIS	DIVINITÉ ÉGYPTIENNE	DIVINITÉ D'ÉGYPTE
ISLAM	RELIGION AUX CINQ PILIERS
ISLE	LE PÉRIGOURDIN LA VOIT DANS SON LIT	ELLE REJOINT LA DORDOGNE À LIBOURNE	EAU DE LIBOURNE	EAU PÉRIGOURDINE
ISO	UN PRÉFIXE QUI SIGNIFIE ÉGAL	PRÉFIXE POUR UNE ÉGALITÉ	PRÉFIXE D'ÉGALITÉ	MARQUE LA PARITÉ
ISOETE	IL POUSSE DANS LES LACS
ISOLA	ÉCARTA
ISOLE	ABRITE DU FROID
ISOLER	ÉCARTER
ISOREL	MATÉRIAU INSONORISANT
ISRAEL	LE SHEKEL Y A COURS
ISSOIRE	VILLE D'AUVERGNE
ISSOUDUN	DANS L'INDRE
ISSU	QUI VIENT DE	PERMET D'INDIQUER LA PROVENANCE	QUI PROVIENT DE
ISSUE	ENTRÉE OU SORTIE
ISSUES	MOYENS DE S'EN SORTIR
ISTHME	BANDE DE TERRE
ITALIE	LE PAYS DES PÂTES
ITALIEN	HOMME DE FLORENCE
ITALIENS	HOMMES EN BOTTE
ITE	EX-FIN D'OFFICE	EX-FIN DE MESSE
ITEM	ÉPREUVE DE TEST	MIS EN EXAMEN
ITEMS	ÉLÉMENTS DE TESTS
ITERATION	RÉPÉTITION
ITERATIONS	RÉPÉTITIONS
ITERATIVE	QUI SE RÉPÈTE
ITERATIVES	QUI SE RÉPÈTENT
ITERE	RÉPÈTE LE PROCESSUS
ITERER	RÉPÉTER ENCORE
ITINERAIRE	VOYAGE ORGANISÉ
ITINERANT	NOMADE
ITON	EAU DE NORMANDIE
ITOU	ÉGALEMENT	AUSS  MAIS ANCIEN	PAREIL	AUSS  MAIS FAMILIER
IUT	LIEU D'ÉTUDES	SIGLE DE FAC	IL OFFRE UNE FORMATION SUPÉRIEURE	IL PRÉPARE AU DUT
IV	QUATRE APRÈS HENRI	QUATRE POUR HENRI	QUATRE ANTIQUE
IVETTES	PETITS BUGLES
IVOIRIENS	AFRICAINS
IVRE	BIEN MAL PARTI	QUI A EU UNE TOURNÉE CHARGÉE
IVRES	QUI ONT DONC DU MAL À MARCHER DROIT
IVRESSE	GROSSE CAISSE
JACTER	PARLER COMME UN BAVARD
JALOUSIE	DÉPIT ENVIEUX
JASER	S'ADONNER AU CANCAN
JAVEL	SON EAU EST EN BERLINGOT
JC	JÉSUS-CHRIST
JE	PREMIER PERSONNEL	PREMIER PRONOM PERSONNEL	PRONOM PERSONNEL	POUR PARLER DE MOI
JEAN	DUJARDI  THE ARTIST !
JEEP	VOITURE AMÉRICAINE	VÉHICULE TOUT-TERRAIN	L'AUTO DES G.I.
JEEPS	DES QUATRE-QUATRE
JEREMIADE	LONGUE PLAINTE
JET	GERBE D'EAU	LANCER DE JAVELOT	IL FILE VITE AU CIEL	AVION QUI FONCE	AVION TRÈS RAPIDE	AVION LUXUEUX
JETAI	BALANÇAI
JETE	BALANCÉ	CINGLÉ	ENVOYÉ AU LOIN	MIS À LA POUBELLE
JETON	IL EST MISÉ AU CASINO
JETS	AVIONS PRIVÉS
JEU	ACTIVITÉ DE LOISIR	ACTIVITÉ LUDIQUE	IL PEUT ÊTRE DÉCISIF AU TENNIS
JEUDI	JOUR DE SEMAINE
JEUN	L'ESTOMAC VIDE (À)
JO	SIGLE OLYMPIQUE
JOIE	SOURCE D'IVRESSE
JOINTURE	POINT D'ATTACHE
JOLI	BEAU À VOIR
JONC	PLANTE DES MARAIS
JOTA	DANSE ESPAGNOLE
JOUE	ELLE A SA POMMETTE
JOUERAI	FERAI UN PARI
JOUET	OBJET DU HASARD
JT	INFO EN IMAGES
JUGEMENTS	VERDICTS
JUIN	MOIS DE LA NUIT LA PLUS LONGUE	LE SIXIÈME SUR DOUZE	LE MOIS DE L'ÉTÉ
JULIEN	PRÉNOM MASCULIN
JULIENNE	BONNE TAILLE DE LÉGUMES
JUPE	HABIT FÉMININ
JUPON	IL GONFLE LA JUPE
JURE	CITOYEN À LA COUR
JUREE	FEMME DE COUR
JURER	DIRE DES GROS MOTS
JUSTE	EXACT
JUTE	ÉTOFFE DE SAC
KA	MÉSON INSTABLE
KANDINSKY	PEINTRE RUSSE
KART	PETIT BOLIDE	BOLIDE DES CIRCUITS	VÉHICULE DE SPORT
KEPI	COUVRE-CHEF
KHEOPS	PYRAMIDE DE GIZEH
KIFER	APPRÉCIER LA MUSIQUE
KILIM	TAPIS D'ORIENT
KILO	IL EST ÉQUIVALENT À DEUX LIVRES
KILOMETRE	DISTANCE À PARCOURIR
KILT	JUPE ÉCOSSAISE
KINE	SES SÉANCES NOUS FONT DU BIEN	PETIT MASSEUR
KIR	COCKTAIL DE CHANOINE	APÉRITIF ROUGE
KIRSCH	ALCOOL DE CERISE
KIT	JEU DE CONSTRUCTION POUR ADULTES	LOT À MONTER
KM	KILOMÈTRE SUR LA BORNE	INSCRIPTION SUR UNE BORNE	DISTANCE RACCOURCIE
KO	ÉPUISÉ PAR L'EFFORT
KORRIGANE	FÉE BRETONNE
KRILL	PLANCTON
KSI	DERRIÈRE NU EN GRÈCE	S'ÉCRIT AUSSI XI	LETTRE GRECQUE	OU XI	AVANT OMICRON	APRÈS LE NU GREC
LA	À CET ENDROIT	PAS AILLEURS	DÉSIGNE L'ENDROIT PRÉCIS	NOTE DE RÉFÉRENCE	ARTICLE FÉMININ	NOTE DE MUSIQUE	NOTE DU CHEF	PRESQUE ICI	ARTICLE	NOTE D'ENSEMBLE	BASE D'ACCORD	PAS PAREIL QU'ICI	IL DONNE LE TON	NOTE D'ACCORD	SOUS SI	ARTICLE DE FEMME
LABAS	PLUS LOIN
LAC	LÉMAN À GENÈVE	ÉTENDUE D'EAU	ÉTENDUE D'EAU DOUCE	LOCH D'ÉCOSSE
LACA	FIT LA ROSETTE	SERRA LE CORDON
LACE	FAIT LA ROSETTE	ATTACHE SES CHAUSSURES	FERME LA POMPE	NOUE
LACER	FAIRE UNE BOUCLE
LACERA	FERA UNE ROSETTE
LACERE	PASSÉ AU BROYEUR
LACES	ATTACHÉS
LACET	CORDON
LACETS	CORDONS
LACHE	COUARD
LACUSTRE	BÂTI SUR PILOTIS
LAD	GARÇON DE BOX	PALEFRENIER
LAI	PARMI LES ŒUVRES DE MARIE DE FRANCE	POÈME	COMME UN FRÈRE AU COUVENT	PETIT POÈME ANCIEN	ANCIEN POÈME
LAICS	QUI NE SONT PAS RELIGIEUX
LAID	PAS BEAU À VOIR	DISGRACIEUX
LAIDE	PAS VRAIMENT JOLIE
LAIDEUR	ELLE FAIT DU VILAIN
LAIE	COMPAGNE D'UN SOLITAIRE	FEMELLE DU SANGLIER
LAIES	FEMELLES DE SOLITAIRES
LAINER	DONNER UN ASPECT MOELLEUX
LAIRD	LORD ÉCOSSAIS
LAIS	DES VERS POUR MARIE DE FRANCE	POÈMES
LAISSAIT	PLANTAIT LÀ
LAISSE	ATTACHE DU CHIEN
LAISSERA	ABANDONNERA
LAIT	BOISSON DE BÉBÉ	BOISSON DE LA MÈRE NOURRICIÈRE	IL Y EN A DANS LES BRIQUES	ALIMENT NATUREL
LAITAGE	CRÈME OU BEURRE
LAITEUSE	OPALINE
LAIUS	DISCOURS DE BANQUET
LAMA	ANIMAL ANDIN	CAMÉLIDÉ AMÉRICAIN
LAMARTINE	POÈTE DU LAC
LAMASERIE	COUVENT AU TIBET
LAME	COUPANT DE COUTEAU	MAUVAISE VAGUE
LAMEE	ORNÉE D'OR
LANCE	SON FER EST POINTU
LANCER	ENVOYER LA BALLE
LAND	ÉTAT ALLEMAND
LANDAISE	FEMME DE MIMIZAN
LANOLINE	BASE DE SAVON
LANTERNE	À NE PAS CONFONDRE AVEC UNE VESSIE
LAON	VILLE DE L'AISNE
LAOS	SA CAPITALE EST VIENTIANE
LAOTIEN	LANGUE THAÏE
LAPA	BUT À PETITS COUPS
LAPE	BU PAR UN CHAT
LAPER	BOIRE COMME UN CHAT
LAPIDAIRE	BRE  CONCIS
LARD	GRAISSE
LARDE	TRANSPERCE
LARGE	D'UNE MANIÈRE AMPLE
LARGUER	DISTANCER
LARRON	VIEUX VOLEUR
LARRONS	VIEUX VOLEURS
LARSEN	SIFFLEMENT SUR SCÈNE
LARVES	ASTICOTS
LAS	CREVÉ	FATIGUÉ	FOURBU DE FATIGUE	ARRIVÉ AU BOUT	INAPTE À L'ACTION	À BOUT	FATIGUÉ DE TOUT
LASAGNE	PÂTE À GRATIN
LASAGNES	BONNES PÂTES
LASCAR	DRÔLE DE LOUSTIC
LASER	APPAREIL À FAISCEAU LUMINEUX
LASSA	FATIGUA
LASSE	ENNUIE
LASSER	ARRIVER À FATIGUER
LASSI	BOISSON INDIENNE
LATERAL	DE CÔTÉ
LATERALE	QUI EST MISE DE CÔTÉ
LATERAUX	QUI SONT MIS DE CÔTÉ
LATINE	D'UN ANCIEN PEUPLE
LATINISTE	IL ÉTUDIE UNE LANGUE MORTE
LAURE	PRÉNOM DE MANAUDOU
LAUTARET	COL DANS LES ALPES
LAVER	FAIRE DU PROPRE
LAVERA	FERA DU PROPRE
LAVETETE	CUVETTE DE COIFFEUR
LAVEUR	COMME UN RATON
LAVEUSE	ELLE MANIAIT LE BATTOIR AUTREFOIS
LAVEVAISSELLE	APPAREIL MÉNAGER
LCD	TYPE DE TÉLÉ	COMME UNE TÉLÉ MODERNE	ÉCRAN À CRISTAUX LIQUIDES
LCI	CHAÎNE D'INFO
LE	LAIZE	CHEMIN SUR UNE RIVE	ARTICLE MASCULIN	CHEMIN DE BORD	CHEMIN LE LONG DU CANAL	MESURE DE COUTURIÈRE	ARTICLE COURANT	ÇA SE COUD OU ÇA SE COLLE	CHEMIN DE BERGE	ARTICLE	ARTICLE DÉFINI	LARGEUR FACE AU PATRON	LONGUE BANDE DE PAPIER PEINT	CHEMIN DE RIVE	PANNEAU D'ÉTOFFE	IL COUVRE LE MUR	CHEMIN DE HALAGE	CHEMIN DE PÊCHEUR	CHEMIN SUR BERGE	CHEMIN POUR PÊCHEURS	LARGEUR DE PAPIER PEINT
LEA	DRUCKER AU CINÉMA	PRÉNOM FÉMININ	PREMIÈRE ÉPOUSE DE JACOB	BRU D'ISAAC
LEAR	ROI SUR SCÈNE	ROI DE SHAKESPEARE	ROI DE THÉÂTRE	ROI DE LA SCÈNE	ROI THÉÂTRAL	ROI À JOUER
LECAIRE	VILLE D'ÉGYPTE
LECHE	MANGE UNE GLACE
LECON	DEVOIR
LECTRICE	AMATRICE DE LIVRES
LED	ÉCLAIRAGE ÉCOLO	DIODE LUMINESCENTE	ÉCLAIRAGE À BASSE CONSOMMATION	AMPOULE À BASSE CONSOMMATION
LEE	RIVAL DE GRANT	HÉROS DE VIRGINIE	SUDISTE VAINCU	ENNEMI DE GRANT	FILS DE VIRGINIE	GÉNÉRAL SUDISTE	MILITAIRE ATTIRÉ PAR LE SUD	CHEF SUDISTE	GÉNÉRAL ORIENTÉ AU SUD
LEEDS	VILLE ANGLAISE
LEGALE	APPROUVÉE EN HAUT LIEU
LEGE	SANS CARGAISON	QUI VA LA CALE VIDE	SANS FRET	COMME UN NAVIRE VIDE
LEGER	FACILE À TRANSPORTER
LEGERETE	MANQUE DE SÉRIEUX
LEGIFERE	FAIT LA LOI À L'ASSEMBLÉE
LEGO	JEU DE CUBES	UN JEU D'ENFANT
LEGS	SUCCESSION	HÉRITAGE OU DONATION	HÉRITAGE
LEI	PIÈCES À BUCAREST	ILS CIRCULENT EN ROUMANIE
LEMURIENS	PRIMATES
LENOTRE	JARDINIER DU ROI
LENS	VILLE DANS LE NORD DE LA FRANCE
LENSOIS	HABITANT DU PASDE-CALAIS
LENT	PAS RAPIDE	PAS BIEN VIF	LONG À RÉAGIR	QU'ON A ENVIE DE SECOUER	QUI NE SE PRESSE PAS	NONCHALANT	AISÉ À SEMER	PAS PROMPT	LAMBIN
LENTE	LE JEUNE TOTO
LENTES	ADVERSAIRES DE LA PRESSE
LENTILLE	LÉGUME SEC
LEO	FERRÉ POUR SES PROCHES	PRÉNOM MASCULIN	PRÉNOM DE FERRÉ
LEROT	RONGEUR
LEROTS	RONGEURS
LES	BANDES DE TISSU	INDICATION DE PROXIMITÉ POUR DES LIEUX	COLLÉS DOS AU MUR	ARTICLE	ARTICLE PLURIEL
LESA	FIT DU TORT	CAUSA DU TORT	MÉCONTENTA CERTAINEMENT
LESAI	CAUSAI DU TORT
LESANT	BLESSANT
LESE	DÉSAVANTAGÉ	FRUSTRÉ	QUI POURRAIT RÉCLAMER SON DÛ	BLESSÉ	AMENÉ À SE PLAINDRE
LESEE	DÉFAVORISÉE
LESINANT	ROGNANT SUR TOUT
LESINE	A DU MAL À SORTIR LE PORTEFEUILLE
LESINERA	MÉGOTERA
LESINERIES	ACTES D'AVARE
LESION	TRACE SUR L'ORGANISME
LEST	ON EN LÂCHE EN FAISANT DES CONCESSIONS	POIDS À JETER DU BALLON	POIDS	DU POIDS EMPORTÉ DANS UN BALLON
LESTAS	DONNAS UN POIDS
LESTE	AGILE DANS SES GESTES
LESTER	AJOUTER DU POIDS
LESTERA	DONNERA LA CHARGE
LET	SERVICE AU FILET	OBLIGE À REJOUER AU TENNIS	QUI TOUCHE LE FILET	PEUT S'ENTENDRE SUR UN COURT DE TENNIS	ENTENDU QUAND LE FILET A ÉTÉ FRÔLÉ	FAUTE DE FILET	FAUTE AU TENNIS	FILET !	INDIQUE QU'ON DOIT REJOUER LA BALLE
LETAL	MORTEL
LETO	LATONE
LETTE	LANGUE BALTE
LETTON	VOISIN DES ESTONIENS
LEU	MONNAIE À L'EST	MONNAIE ROUMAINE	PIÈCE ROUMAINE	LOUP EN VIEUX FRANÇAIS
LEUR	À EUX	QUI APPARTIENT À CES HOMMES
LEURRANT	PIÉGEANT
LEURRE	APPÂT
LEURRER	TENDRE UN PIÈGE
LEV	IL CIRCULE À SOFIA	MITRAILLE BULGARE
LEVA	MIT DEBOUT
LEVE	HISSE	DEBOUT
LEVEE	ENLÈVEMENT DU COURRIER
LEVEES	RAMASSAGES DU COURRIER
LEVER	METTRE DEBOUT
LEVI	FILS DE JACOB
LEVIERS	MANETTES
LI	DISTANCE PÉKINOISE
LIA	FICELA	FIT UN NŒUD
LIAISON	AVENTURE AMOUREUSE
LIANE	HERBACÉE TROPICALE
LIANTS	QUI AIMENT LES CONTACTS
LIASSE	TAS DE FEUILLES
LIBELLER	RÉDIGER UN ACTE
LIBEREES	DÉLIVRÉES
LIBERER	RELÂCHER
LICE	PALISSADE	ON Y ENTRAIT POUR COMBATTRE	TERRAIN CLOS POUR DES JOUTES	ENCEINTE POUR LE COMBAT
LICITE	LÉGAL
LICITES	AUTORISÉS
LICOUS	PIÈCES DE HARNAIS
LIE	ATTACHÉ AVEC UNE CORDE	AU FOND DU VERRE	DÉPÔT SANS INTÉRÊT	ÉPAISSIT LA SAUCE
LIEDS	AIRS ALLEMANDS
LIEE	ATTACHÉE
LIEGE	MATÉRIAU D'ÉCORCE
LIEN	CORDE D'ATTACHE
LIER	ATTACHER SOLIDEMENT	FAVORISER L'UNION	FICELER
LIERRE	PLANTE LIGNEUSE
LIES	DÉPÔTS DE VIN OU DE BIÈRE	DÉPÔTS EN LIQUIDE
LIESSE	INTENSE JOIE D'UNE FOULE
LIESSES	GRANDES JOIES
LIEU	PLACE	EMPLACEMENT	COLIN
LIEUE	DISTANCE EN MER
LIEUES	DISTANCES PARCOURUES PAR NOS ANCÊTRES
LIEUS	POISSONS DE MER
LIEUSE	ELLE ATTACHE LES BOTTES DE PAILLE
LIEVRE	IL A DE GRANDES OREILLES
LIFTS	EFFETS DE BALLE AU TENNIS
LIGNE	REVENU DE JOURNALISTE
LILAS	FLEUR MAUVE
LILLE	CAPITALE DES CH'TIS
LILLOISE	C'EST UNE NORDISTE
LIMA	CAPITALE DU PÉROU
LIME	ACCESSOIRE DE BEAUTÉ	ACCESSOIRE DE MANUCURE	ELLE POLIT LES ONGLES
LIMIER	ENQUÊTEUR
LIMITEE	PEU INVENTIVE
LIMITER	IMPOSER UNE FIN
LIMOUSINE	TYPE DE CAISSE
LIN	FIBRE TEXTILE	TEXTILE	MATIÈRE DE COSTUMES	FIBRE VÉGÉTALE	JOLI TISSU POUR UN COSTUME
LINCEUL	VÊTEMENT DE FEU
LINE	PRÉNOM FÉMININ	PRÉNOM DE RENAUD
LINETTE	GRAINE
LINGE	RESTE PENDU AU BOUT DU FIL
LINO	TAPIS DE CUISINE
LINS	PLANTES TEXTILES	TEXTILES
LION	FÉLIN AU PELAGE FAUVE
LIPPE	LÈVRE CHARNUE
LIQUIDE	QUI COULE
LIRA	BOUQUINERA
LIRAIS	DÉCHIFFRERAIS
LIRE	CIRCULAIT À ROME	CIRCULAIT À TURIN	ANCIENNE DEVISE ITALIENNE	CIRCULAIT EN ITALIE
LIS	FLEUR APPRÉCIÉE DES ROIS	CONSULTES UN OUVRAGE	FLEUR DES ROIS
LISE	PRÉNOM FÉMININ	SABLE À ÉVITER EN BORD DE MER
LISERE	BORDURE
LISEREE	BORDÉE TELLE UNE ÉTOFFE
LISIBLE	BIEN ÉCRIT
LISIBLEMENT	CLAIREMENT
LISIER	ENGRAIS EN FOSSES
LISIERE	L'ORÉE DU BOIS
LISIERES	LIMITES
LISSE	PASSÉ AU FER
LISSEES	DÉFRISÉES
LISTA	NOTA À LA SUITE
LISTE	RÉPERTORIE
LISTEL	CORDON DE PIÈCES
LIT	PIEU	IL EST TRÈS OCCUPÉ LA NUIT	GARDE MALADE	IL EST OCCUPÉ LA NUIT	EST PARTAGÉ PAR LA MOITIÉ	LE MALADE LE GARDE
LITE	SUPERPOSÉ	MET EN COUCHES
LITEE	DISPOSÉE PAR COUCHES
LITERIE	SA PLACE EST À LA CHAMBRE
LITHO	REPRODUCTION EN ABRÉGÉ
LITIERE	COUCHE DE PAILLE
LITRE	UNE MESURE POUR LE BUVEUR
LITRON	BOUTEILLE FAMILIÈRE
LITTERALE	DANS LE SENS PROPRE
LITTERALES	TEXTUELLES
LIVE	EN PUBLIC	DIRECT ANGLAIS
LIVRAISON	REMISE DE COLIS
LIVREE	UNIFORME
LLANOS	VASTES PLAINES DE GAUCHOS
LO	PATRON NORMAND	SAINT DE NORMANDIE	SAINT DANS LA MANCHE	PATRON CHEZ LES NORMANDS	SAINT DU COTENTIN	PATRON DE LA MANCHE	SAINT EN MANCHE	ÉLU DU COTENTIN	SAINT DE FRANCE	SAINT SUR LA VIRE	SAINT MANCHOT
LOB	COUP EN HAUTEUR SUR LE COURT
LOCALISER	REPÉRER SUR UNE CARTE
LOCH	IL MESURE DES NŒUDS
LOCO	ELLE EST EN TÊTE DE TRAIN
LOCUTION	FAÇON DE PARLER
LODEN	MANTEAU CHAUD
LOESS	LIMON
LOFE	CHERCHE LE BON VENT
LOFT	LOCAL RÉNOVÉ
LOGEE	MISE EN MAISON
LOGEMENT	MEUBLÉ OU GARNI
LOGEMENTS	HABITATS
LOGICIEL	IL PEUT SE TÉLÉCHARGER
LOGICIELS	UTILITAIRES
LOI	ELLE DOIT ÊTRE RESPECTÉE
LOIN	À DISTANCE
LOING	AFFLUENT DE LA SEINE
LOINTAIN	ARRIÈRE-PLAN
LOIR	AFFLUENT DE LA SARTHE
LOIRE	FLEUVE FRANÇAIS
LOL	DE L'HUMOUR PAR SMS
LOLO	LAIT ENFANTIN	LIQUIDE ENFANTIN
LOMBAIRE	BASE DE COLONNE
LOMBRIC	VER
LONDRES	CAPITALE EUROPÉENNE
LONG	ÉTENDU	INTERMINABLE	D'UNE CERTAINE DIMENSION
LONGEVITE	TEMPS À VIVRE
LONGUES	ÉTENDUES
LOPIN	ARPENT DE TERRE
LOQUACE	AMATEUR DE BAVETTE
LORD	NOBLE ANGLAIS
LORI	OISEAU TRÈS COLORÉ	PERROQUET
LORRAINE	RÉGION DE METZ
LORS	AU COURS DE
LOSER	RIEN NE LUI RÉUSSIT
LOTI	ÉCRIVAIN FRANÇAIS	BIEN DIVISÉ	PARCELLISÉ
LOTIR	PARTAGER LA TERRE
LOTO	JEU DE HASARD
LOTTE	ELLE EST AIMÉE À L'ARMORICAINE
LOUA	COUVRIT DE FLEURS
LOUE	RÉSERVÉ POUR LES VACANCES	PAYE UN LOYER
LOUISIANE	ÉTAT DES USA
LOUPA	RATA
LOUPERA	PASSERA À CÔTÉ
LOUPGAROU	PERSONNAGE MALÉFIQUE
LOUSTIC	DRÔLE DE FARCEUR !
LOUVE	FEMELLE QUI HURLE
LOVE	ENROULÉ SUR LE NAVIRE
LU	FEUILLETÉ	BOUQUINÉ	PARCOURU DES YEUX	VU DANS LA REVUE	SUIVI DU REGARD	CONSULTÉ	TIRÉ DU QUOTIDIEN	DÉCHIFFRÉ
LUBIE	QUELLE FOLIE !
LUC	PRÉNOM MASCULIN	PRÉNOM D'UN ÉVANGÉLISTE	UN DES QUATRE ÉVANGÉLISTES
LUCRATIF	QUI RAPPORTE
LUCRATIFS	FRUCTUEUX
LUCRATIVE	FRUCTUEUSE
LUE	VUE DANS LA PRESSE
LUETTE	PARTIE DE GORGE
LUEURS	FAIBLES LUMIÈRES
LUGE	ENGIN DE GLISSE	ENGIN DE DESCENTE
LUI	TOUT POUR ELLE
LUIRE	AGIR EN TOUTE LUMIÈRE
LUIS	BRILLES
LUISANTE	BRILLANTE
LUMIERE	CLAIR-OBSCUR
LUMINAIRE	APPAREIL D'ÉCLAIRAGE
LUNEE	BIEN OU MAL DISPOSÉE
LUNES	SATELLITES
LUS	PARCOURUS
LUSTRE	ASTIQUÉ
LUSTRER	FAIRE BRILLER
LUT	DÉCODA	DÉCHIFFRA
LUTER	BOUCHER À L'ENDUIT
LUTHS	INSTRUMENTS À CORDES
LUTIN	GÉNIE OU ELFE
LUTTAI	COMBATTIS
LUTTANT	MILITANT
LUTTE	SPORT AUX PRISES MULTIPLES
LUTTERAI	COMBATTRAI
LYCEE	APRÈS LE COLLÈGE
LYS	EMBLÈME ROYAL
MA	INDIQUE UNE PROPRIÉTÉ	PRÉCISE UNE POSSESSION	LE MOT DU PROPRIÉTAIRE	QUI EST À MOI	QUI M'APPARTIENT	À BIBI	QUI EST MIENNE	MOT DE PROPRIÉTAIRE
MAC	SOUTENEUR	UN JULES UN PEU SPÉCIAL
MACABRES	PAS DRÔLES
MACADAMIA	ARBRE AUSTRALIEN À NOIX
MACAREUX	PALMIPÈDE MARIN
MACARONI	BONNE PÂTE À GRATIN
MACERE	MARINE
MACEREE	INFUSÉE
MACERER	BAIGNER DANS SON JUS
MACRAME	DENTELLE DE FILS TRESSÉS
MACREUSE	VIANDE MAIGRE
MACULE	VICTIME D'UNE BAVURE
MADEIN	FABRIQUÉ EN
MADERE	ARCHIPEL PORTUGAIS
MADISON	DANSE AMÉRICAINE
MAESTROS	ILS SAVENT BIEN CONDUIRE
MAFIA	SYNDICAT DU CRIME
MAGASIN	C'EST TOUT UN ARSENAL
MAGE	DEVIN
MAGIE	ENCHANTEMENT
MAGISTRALE	PARFAITE
MAI	IL FUT CHAUD EN 1968	L'ASCENSION Y EST RÉGULIÈRE	MOIS AGRÉABLE	IL COMMENCE PAR UN JOUR DE REPOS	TRENTE ET UN JOURS À VOTRE GRÉ	JOLI MOIS
MAIE	MEUBLE À PAIN	COFFRE À PAIN
MAIGRE	C'EST BIEN PEU
MAILLETS	MASSES
MAIN	AU BOUT DU BRAS
MAINATES	OISEAUX PARLEURS
MAINTENIR	BLOQUER
MAINTIEN	ATTITUDE
MAINTIENS	ATTITUDES
MAIRES	ÉLUS COMMUNAUX
MAIRESSE	ÉLUE COMMUNALE
MAIRIES	ÉDIFICES PUBLICS
MAIS	CÉRÉALE À GRAINS JAUNES
MAISON	PRÉPARÉ PAR LE CHEF
MAITRISER	DOMINER LA SITUATION
MAL	DOULEUR	CONTRAIRE À LA MORALE
MALADIES	AFFECTIONS
MALE	DE SEXE MASCULIN
MALENCONTREUSE	INOPPORTUNE
MALES	COMPAGNONS DES FEMELLES
MALETRE	ÉTAT DE SOUFFRANCE
MALIEN	IL HABITE EN AFRIQUE
MALLE	COFFRE DE VOYAGE
MALOTRU	C'EST UN MUFLE
MALT	IL VIENT DE L'ORGE	ON EN FAIT DU WHISKY
MALTE	ÉTAT MEMBRE DE L'UE
MANDER	FAIRE VENIR D'URGENCE
MANEGE	ATTRACTION FORAINE
MANET	ÉDOUAR  PEINTRE
MANIE	CERTAINS ONT CELLE DE LA PERSÉCUTION
MANILLE	PARTIE DE CARTES DE M. PAGNOL
MANIPULE	MANIE AVEC PRÉCAUTION
MANOIR	VIEUX CHÂTEAU
MANTA	GRANDE RAIE
MANUCURA	FIT LES ONGLES
MANUEL	ABRÉGÉ DES COURS
MANUELLE	TRAVAILLEUSE HABILE
MANUSCRIT	OUVRAGE
MAO	LE GRAND TIMONIER	GUIDE ROUGE	DIRIGEANT DE LA CHINE POPULAIRE	FIGURE DE LA CHINE	FIGURE DE CHINE
MAORI	PEUPLE POLYNÉSIEN
MAORIS	DES OCÉANIENS
MARAIS	DÉCOR DE VASES
MARASME	CRISE SOCIALE
MARASMES	CRISES SOCIALES
MARC	IL SE LIT DANS LE CAFÉ	EAU-DE-VIE
MARCASSIN	BÉBÉ DE LAIE
MARCEAU	MIME CÉLÈBRE
MARCHER	ALLER À PIED
MARE	BASSIN DE CANARDS	EAU DE CANARDS
MARECAGE	TERRAIN VAGUE
MAREE	ELLE DESCEND AVEC LE REFLUX
MARELLE	JEU D'ENFANTS
MARGE	ELLE REÇOIT DES ANNOTATIONS
MARI	HOMME DE MOITIÉ	HOMME D'UNION	IL FAIT PARTIE DU MÉNAGE
MARIE	ASSORTIT HARMONIEUSEMENT
MARIES	ASSOCIES DES COULEURS
MARINA	LA PLACE DU YACHT
MARINIERE	HABIT DE PÊCHEUR
MARISTE	BON PÈRE
MARIVAUDER	BADINER
MARMITE	COCOTTE
MARMITON	JEUNE COQ
MARMITONS	JEUNES COQS
MARRAINE	PROTECTRICE
MARRANTE	RIGOLOTE
MARSALA	VILLE DE SICILE
MARTEAU	PIÈCE D'HORLOGERIE
MARTELER	ENFONCER LE CLOU
MARTINI	BOISSON APÉRITIVE
MAS	FERME DANS LE MIDI	THÉOTIME POUR BOSCO
MASCARADES	DÉGUISEMENTS
MASCULIN	C'EST UN GENRE D'HOMME
MASO	IL AIME LE MAL
MASQUER	DISSIMULER LA VÉRITÉ
MASSIF	QUI RASSEMBLE UN GRAND NOMBRE
MAT	COLONNE SUR LE NAVIRE	ASPECT DU TEINT	GUÈRE BRILLANT
MATA	DOMPTA
MATAMORES	FANFARONS
MATEE	MISE AU PAS
MATELOT	HOMME À LA MER
MATERIEL	OUTILLAGE
MATES	PAS BRILLANTES
MATETE	PLAT CRÉOLE AU CRABE
MATHS	DES CHIFFRES... ET DES NOMBRES
MATI	RENDU PEU BRILLANT
MATIN	DÉBUT DE JOURNÉE
MATINEE	DÉBUT DE JOURNÉE
MATITE	ABSENCE DE BRILLANT
MATOU	CHAT FAMILIER
MAUDITE	DAMNÉE
ME	PERSONNEL	PRONOM	PRONOM PERSONNEL RÉFLÉCHI	PRÉCÈDE L'AVOCAT	PERSONNEL RÉFLÉCHI	PRONOM PERSONNEL	PRONOM RÉFLÉCHI	PRONOM POUR MOI	MAÎTRE EN PLUS COURT	PRONOM TRÈS PERSONNEL	POUR MOI	PEUT REMPLACER LE MAÎTRE
MEANDRE	BOUCLE
